brewery_id;brewery_name;brewery_city;brewery_country;brewery_type
19730;Brouwerij Danny;Erpe-Mere;BE;Brewery
32541;Coachella Valley Brewing Co;Thousand Palms;US;Brewery, Bar, Beer-to-go
44736;Beef 'O' Brady's;Plant City;US;Bar, Eatery
23372;Broadway Wine Merchant;Oklahoma City;US;Store
35328;Brighton Beer Dispensary ;Brighton;GB;Bar, Eatery
31561;Teddy's Tavern;Seattle;US;Bar, Beer-to-go
35975;Modus Operandi Brewing Co.;Mona Vale;AU;Brewery, Bar, Eatery, Beer-to-go
5618;Hops! Beer Restaurant & Pizza;Riccione (RN);IT;Brewery, Bar, Eatery
30916;Kelly's Cellars;Belfast;GB;Bar
41278;The Other End;Destin;US;Bar, Eatery
31711;Ten Bells Tavern;Dallas;US;Bar, Eatery
12324;Bistro Europa / House Of Klaus;Alexandria;US;Bar
49850;Crafty's Beer Shop;Letchworth Garden City ;GB;Bar, Beer-to-go
16995;Le Bien, Le Malt;Rimouski;CA;Brewery, Bar, Eatery
45715;Angie's State Line Liquor Store;Enfield;US;Store
45617;Serafino;Thessaloniki;GR;Bar
28685;Brasserie De Puisaye (La Ferme Des Grenouillettes);Saint-Privé;FR;Brewery
47633;Redneck Gourmet;Newnan;US;Bar, Eatery
31986;Power Marketing / Wicked Pissa;Westport;US;Brewery
47464;Mahoney's Pub & Grille;Chicago;US;Bar, Eatery
8590;Wet Planet Beverage Co.;Utica;US;Brewery
8070;Gasthausbrauerei Zum Alfons;Schwanenstadt;AT;Brewery, Eatery
26695;Cervesera Tramuntana;Palma;ES;Brewery, Bar, Eatery
53919;Amity Ales Brewpub and Eatery;Amityville;US;Brewery, Bar, Eatery
17834;The Crêpe Place;Santa Cruz;US;Bar, Eatery
17675;McCray's Tavern;Smyrna;US;Bar, Eatery
28200;Express Stop;Bowling Green;US;Store
48475;Springdale Barrel Room;Framingham;US;Brewery, Bar
43654;Modist Brewing Co.;Minneapolis;US;Brewery, Bar, Beer-to-go
31006;Brasserie C;Liège;BE;Brewery, Bar, Eatery, Beer-to-go
1372;Shiko;St. Petersburg;RU;Brewery
48996;The Wandering Tortoise;Phoenix;US;Bar, Beer-to-go
26506;The Laser Wolf;Fort Lauderdale;US;Bar
18640;The Kitchen;Boulder;US;Bar, Eatery
18577;The Office Beer Bar & Grill;Cranford;US;Bar, Eatery
41905;Egghead Brewery;Stroud;GB;Brewery
44530;Stop Time;Brooklyn;US;Bar
34384;All In Brewing;Göteborg;SE;Brewery
30224;Momma Goldberg's Deli;Baton Rouge;US;Eatery
40960;Ferguson's Bottles & Taps;Whitsett;US;Bar, Beer-to-go
50893;Wedge at Foundation;Asheville;US;Brewery, Bar
36387;Victory Art Brew;Moskovskaya oblast;RU;Brewery
41466;8one8 Brewing (818);Canoga Park;US;Brewery, Beer-to-go
19754;Brew Urban Cafe;Fort Lauderdale;US;Bar
16931;Timor Bodega;Washington;US;Store
24037;House Wine;Worthington;US;Store
41151;The Prior Sports Bar & Restaurant;Arnprior;CA;Bar, Eatery
13740;Bull And Butcher, The;Henley on Thames;GB;Bar, Eatery
17696;Bar Louie;Fort Myers;US;Bar, Eatery
37531;Clyde's on Main;Chattanooga;US;Bar, Eatery
29229;Drankenreus.nl;Duivendrecht;NL;Store
47829;Total Wine & More;Everett;US;Store
34733;Bigelow Brewing Company;Skowhegan;US;Brewery, Bar, Beer-to-go
31719;Lakeside Bar & Grill;Peoria;US;Bar, Eatery
41058;Jungle Juice Brewing;Roma;IT;Brewery
36783;Tractor Brewing Co. - Wells Park;Albuquerque;US;Brewery, Bar, Beer-to-go
47306;Kowalski's Market & Wine Shop;Woodbury;US;Store
7746;Twin Liquors;Austin;US;Store
40392;Brix City Brewing;Little Ferry;US;Brewery, Bar, Beer-to-go
39784;Osterbrau;Geofizika;UZ;Brewery
24133;Luckie Ales;Moulin;GB;Brewery
40720;Navarro General Store & Deli;Navarro;US;Eatery, Beer-to-go
43423;Marty's Market;Pittsburgh;US;Eatery, Beer-to-go
4583;Cold Beer & Cheeseburgers;Troy;US;Bar, Eatery
24814;Yellowhammer Brewing;Huntsville;US;Brewery, Bar
30380;The Lone Pint Brewery;Magnolia;US;Brewery, Bar
5123;Raging River Saloon;Fall City;US;Bar, Eatery
12643;Wine World Beer & Spirits;Abingdon;US;Store
50362;Cave Spring Tap House;Roanoke;US;Bar, Eatery
47026;Sid's Discount Liquor;Bloomington;US;Store
19302;Pitia Beer Pub;Bogota;CO;Brewery, Bar, Eatery
52263;Vicious Fishes Brewery;Angier;US;Brewery, Bar, Beer-to-go
9211;Doshisha Corporation;Osaka-fu Osaka-shi;JP;Brewery
7965;Old Timer Restaurant;Clinton;US;Bar
28836;Home Brew Stuff;Garden City;US;Homebrew, Beer-to-go
33954;Rosati's Pizza;Woodstock;US;Bar, Eatery
18848;Ferme Brasserie Garland;Algans;FR;Brewery
48511;Pint and Plow Brewing Co;Kerrville;US;Brewery, Bar, Eatery
17203;Hofbrau Beerhall Miami;Miami Beach;US;Bar, Eatery
24692;Mellow Mushroom (Brookhaven);Atlanta;US;Bar, Eatery, Beer-to-go
3045;C.K. Browar;Kraków;PL;Brewery, Bar, Eatery
28724;Lewis Beer Company;Temecula;US;Brewery
25329;Třebonický Rukodělný Pivovárek;Praha;CZ;Brewery, Beer-to-go
33078;Brauhaus Alter Elbehof;Torgau;DE;Brewery, Bar, Eatery
17687;Meehan's Public House (Sandy Springs);Atlanta;US;Bar, Eatery
30278;New Ulm Brewing & Beverage Company;Sleepy Eye;US;Brewery
48446;Cho's;Charlottesville;US;Bar, Eatery
8847;Neshaminy Beer & Soda;Bensalem;US;Store
35262;Main Street Deli and Catering;Somerset;US;Eatery, Beer-to-go
18049;Landhaus - Krähennest;Löf - Mosel;DE;Bar, Eatery, Beer-to-go
8352;Le Bon Marché;Paris;FR;Store
19679;The Coffee Grounds;Chippewa Falls;US;Store
27133;Raw Microbrewery;Chesterfield;GB;Brewery
23726;The Malt Shovel;Edinburgh;GB;Bar
37936;Milano’s Ristorante & Bar;Winchester;US;Bar, Eatery
39369;The Cross Keys;Swindon;GB;Bar, Eatery
23135;Michael's Market & Bistro;Moses Lake;US;Eatery, Beer-to-go
31538;Flatwater Restaurant;Indianapolis;US;Bar, Eatery
46545;Bobtown Brewhouse & Grill;Roberts;US;Brewery, Bar, Eatery
26621;Les 3 Brasseurs;Montreal;CA;Brewery, Bar, Eatery
22642;Gas Station Kitchen + Bar;Hummelstown;US;Bar, Eatery
21440;Consumer's Beverage Center;Hamburg;US;Store
52656;Effing Brew Company;Effingham;US;Brewery, Bar, Eatery
13782;Marshall's Wine & Liquor;Englewood;US;Store
24350;Sticks & Stones;Philadelphia;US;Bar, Eatery
31196;Tony's Package Store;Haddam;US;Store
16134;Gary's Liquor Agency;Wooster;US;Store
15324;Five Seasons North;Alpharetta;US;Brewery, Bar, Eatery
53059;Giant Jones Brewing Company;Madison;US;Brewery, Bar, Beer-to-go
37156;Brewsmith Beer;Bury;GB;Brewery
42063;Growler Room - South;Austin;US;Store
1948;DuClaw Brewing Company;Hanover;US;Bar, Eatery, Beer-to-go
45410;BeeRock;Glyfáda;GR;Bar, Eatery
14703;One Stop Beverage Mart;Bluefield;US;Store
31543;Westside Wines;Kailua Kona;US;Store
32066;Pacific Breach;Pearl City;US;Brewery
52414;Travelers Rest Craft Beer Station / BP;Travelers Rest;US;Store
31293;Überbrew;Billings;US;Brewery, Bar, Eatery, Beer-to-go
52032;Little Leeds Beer House;Leeds;GB;Bar, Beer-to-go
29495;The White Horse;Austin;US;Bar
29109;Van Houzen Brewing Company;Newton;US;Brewery
52854;Greenport Harbor Brewery;Peconic;US;Brewery, Bar, Eatery, Beer-to-go
47775;Aman's Beer + Wine;Wind Lake;US;Store
21599;Roland's;Chesapeake Beach;US;Store
15689;Mulligans Clubhouse;Cheswick;US;Bar, Eatery, Beer-to-go
23283;Joe's Wines & Liquors;Memphis;US;Store
23870;Mirabelle Tavern at Three Village Inn;Stony Brook;US;Bar, Eatery
38914;Catraio - Craft Beer Shop;Oporto;PT;Bar, Eatery, Beer-to-go
53346;Trader Joe's;Coralville;US;Store
6200;Maxl Bräu;Neu-Ulm;DE;Brewery
11442;Ward's Supermarket;Gainesville;US;Store
4047;The Tin Whistle Brewing Company;Penticton;CA;Brewery, Beer-to-go
7937;The Shanty;Tucson;US;Bar
41738;The Gallery Brewery;Portland;US;Brewery, Bar, Eatery, Beer-to-go
34130;Le Temps d’une Pinte;Trois-Rivières;CA;Brewery, Bar, Beer-to-go
36953;Lascia Fà!;Roma;IT;Store
511;Stadsbrouwerij De Hemel;Nijmegen;NL;Brewery
54127;Stod Fold Brewing Company;Halifax;GB;Brewery
33425;Nic L Inn;Poughkeepsie;US;Bar, Eatery
15031;Flannery's Bar and Restaurant;Milwaukee;US;Bar, Eatery
45474;Blackstone Brewing Company;Amherst;US;Brewery
33338;Brick & Barley Bar & Restaurant;Grand Forks;US;Bar, Eatery, Beer-to-go
31499;Hops Supply Co.;Wilmington;US;Bar, Eatery
15660;South Fork Beverage;Mastic;US;Store
28398;"ЗАО ""Тагильское Пиво"" (ZAO ""Tagilskoe Pivo"")";Нижний Тагил (Nizhniy Tagil);RU;Brewery
27658;Three Wise Monks Pub;Garfield;US;Bar, Eatery
46383;Munich Brew Mafia;München;DE;Brewery
6696;Adler Brauerei und Brennerei Gebhard Föhr;Ehingen;DE;Brewery
21483;Heroes & Legends;Spokane;US;Bar, Eatery
2843;Gary's Wine & Marketplace;Bernardsville;US;Store
29833;Vejle Bryghus;Vejle;DK;Brewery
45237;Sactown Union Brewery;Sacramento;US;Brewery, Bar, Beer-to-go
17799;Pies & Pints;Fayetteville;US;Bar, Eatery
32244;Corley's Market & Grill;Greenwood;US;Store
39396;Bricktown Brewery;Wichita;US;Brewery, Bar, Eatery
37395;Williamsville Eatery;Williamsville;US;Bar, Eatery
49086;The Farm Brewery at Broad Run;Broad Run;US;Brewery, Bar, Beer-to-go
2553;Bootleg Brewery;Wilyabrup;AU;Brewery, Bar, Eatery
18548;Abraxas Lounge;Miami Beach;US;Bar, Eatery
33859;Waxy O'Connor's;Woburn;US;Bar, Eatery
4006;Beverages & more!;Orange;US;Store
45110;PaPPo's Pizzeria & Brew Co.;Saint Louis;US;Brewery, Bar, Eatery, Beer-to-go
20653;Jersey Street Liquors;Boston;US;Store
17252;Pizza Port Bottle Shop;Carlsbad;US;Store
43427;Brauwerk;Bad Kreuznach;DE;Brewery, Bar, Eatery, Beer-to-go
51014;Nortons Brewing Company;Wichita;US;Brewery, Bar, Eatery
3538;Brooklyn Ale House;Brooklyn;US;Bar, Eatery
9655;Central Market;Houston;US;Store
26212;Whole Foods Market;Tarzana;US;Bar, Eatery, Beer-to-go
24247;Ilkley Brewery Co.;Ilkley;GB;Brewery
51993;Little Havana;Baltimore;US;Bar, Eatery
19698;The Royal;Perth;AU;Bar, Eatery
19562;Wolff's Biergarten;Albany;US;Bar, Eatery
13892;Mad Squirrel;Hertfordshire;GB;Brewery
37960;Beer & Cheese Social House;Taipei;TW;Bar, Eatery
32851;Luppolo12;Roma;IT;Bar
24826;Fantasy Brewmasters;Naples;US;Brewery
32958;Patterson Mini Mart;Richmond;US;Store
13793;Slater's Hardware;Lancaster;US;Homebrew
47101;Brauer Cervecería;Neuquén;AR;Bar, Eatery, Beer-to-go
35402;Behemoth Brewing Company;Auckland;NZ;Brewery
3870;Sebago Brewing Company;Gorham;US;Brewery, Bar, Eatery, Beer-to-go
12563;Prince Of Wales;Surrey;GB;Bar, Eatery
51277;Brasserie FMR;Rolle;CH;Brewery, Beer-to-go
32758;Castle Grill / Red Castle Brewery & Distillery;Lehighton;US;Brewery, Bar, Eatery, Beer-to-go
17951;Haket Bar & Sånt;Göteborg;SE;Bar
24011;Pier Paulista;São Paulo - SP;BR;Bar
46186;Southern Peak Brewery;Apex;US;Brewery, Bar
26387;Aubree's Saloon / Sticks;Ypsilanti;US;Bar, Eatery
41965;Bliss Ave Brewing Company;Bowling Green;US;Brewery, Bar, Beer-to-go
25499;The Village Wine Cellar;Lake Wylie;US;Store
16454;Charleston Battery Sandwich Shop and Brewpub;Charleston;US;Brewery, Bar, Eatery
46905;Oyster and Seafood;Oxford;US;Bar, Eatery
53775;Birrificio Zapap;Valsamoggia (BO);IT;Brewery
17279;MT Brewery;Mt Tamborine;AU;Brewery, Bar, Beer-to-go
13705;Cock & Bottle;Bradford;GB;Bar
18402;The Spirited Gourmet;Belmont;US;Store
29717;Gloucester Brewery;Gloucester;GB;Brewery, Bar, Beer-to-go
38614;Escape Craft Brewery;Redlands;US;Brewery, Bar
50445;Buy Rite of Brick;Brick;US;Store
8345;Bamberger Weissbierhaus;Bamberg;DE;Bar, Eatery
1492;Microbrasserie Nouvelle-France;Saint-Alexis-des-Monts;CA;Brewery, Bar, Eatery
16301;Bryggeri Skovlyst;Værløse;DK;Brewery, Eatery
1501;Chesapeake Bay Brewing Company;Raleigh;US;Brewery
2605;Elephant & Castle;New Cumberland;US;Bar, Eatery
39404;The Colesbourne Inn;Cheltenham;GB;Bar, Eatery
43162;Town Landing Market;Falmouth;US;Eatery, Beer-to-go
4127;Freedom And Firkin;Paris;FR;Brewery, Eatery
53073;Cerveza Urbana;Mexicali (Baja California);MX;Brewery
13940;Debacle;Canberra;AU;Bar
29358;Indigo Kitchen & Alehouse;Lynnwood;US;Bar, Eatery
6006;1 Dampfbierbrauerei Zwiesel GmbH & Co.KG;Zwiesel;DE;Brewery
18052;Varners Restaurant & Tavern;Smyrna;US;Bar, Eatery
50284;Pals Brewing Company;North Platte;US;Brewery, Bar, Eatery
26439;Oxbow Brewing Company;Newcastle;US;Brewery, Bar, Beer-to-go
11358;The Vine;San Diego;US;Bar, Eatery
5038;Westside Brewing Company;New York;US;Bar, Eatery
28956;Nine East Wine Emporium;Natick;US;Store
637;Brasserie Dupont sprl;Tourpes;BE;Brewery
28780;Franklin's Pub & Grill;Philadelphia;US;Bar, Eatery, Beer-to-go
11093;Holiday Wine & Liquor;McAllen;US;Store
17974;Toast Wine and Beverage;Martinez;US;Store
27624;El Toro Gourmet Meats;Lake Forest;US;Eatery, Beer-to-go
4600;Harry's Bar;Wakefield;GB;Bar
18889;Cerveza Artesanal BarbaRoja;Buenos Aires;AR;Brewery
5292;Akkurat;Stockholm;SE;Bar, Eatery
19328;The Meat House;Salem;US;Store
21506;Puempel's Olde Tavern;New Glarus;US;Bar, Eatery
15255;Sontes;Rochester;US;Bar, Eatery
34308;White Elephant Pub;Englewood;US;Bar, Eatery
45323;Rouses Market #27;Metairie;US;Store
18160;Jacs Dining & Tap House;Madison;US;Bar, Eatery
40773;Lucky's Everyday;Wichita;US;Bar
26736;Milwaukee Brat House;Milwaukee;US;Bar, Eatery
49294;Harlem Shake - East;New York;US;Eatery
34287;Bootleggers Beer Club;Cottonwood;US;Bar, Beer-to-go
52496;Stick City Brewing;Mars;US;Brewery, Bar
30897;Wild Mike's;Cincinnati;US;Eatery, Beer-to-go
41487;F-Town Brewing Co.;Faribault;US;Brewery, Bar
45422;Die 3 Konige;Rodopoli;GR;Bar, Eatery
360;Warsteiner Brauerei;Warstein;DE;Brewery
43348;Arts District Brewing Co.;Los Angeles;US;Brewery, Bar, Eatery
13055;Indigo Casual Gourmet Cafe;Fort Mitchell;US;Bar, Eatery
1163;Mohegan Cafe and Brewery;Block Island;US;Brewery, Bar, Eatery
3292;The Beer Shop;London;GB;Homebrew, Beer-to-go
27540;Kevin's Sports Pub & Restaurant;North Bennington;US;Bar, Eatery
16939;Pop's Package;Northampton;US;Store
29230;Purple Healer Brewing Company;Danville;US;Brewery
47253;Langwith Brewing Company;Mansfield;GB;Brewery
53763;Slow Play;Rock Hill;US;Brewery, Bar, Beer-to-go
17894;CP Brewery at Brews and Cues;Pearl Harbor;US;Brewery, Bar, Eatery
17819;Molly's Pub Conroe;Conroe;US;Bar, Eatery
44343;Flint River Package Store;Cordele;US;Store
47005;Chagrin Beer Company;Chesterland;US;Brewery
162;Ipswich Ale Brewery;Ipswich;US;Brewery, Bar, Eatery
7854;FarmFresh Supermarket (#187);Virginia Beach;US;Store
29491;Randazzo's Pizza & Beer;Jamison;US;Eatery, Beer-to-go
47884;Beer 10 Chương Dương Độ;Hanoi;VN;Bar, Eatery, Beer-to-go
35900;Faustino – Microcervejeira, Lda.;Aveiro;PT;Brewery
41015;Badger Spirits;Janesville;US;Store
33484;Working Man Brewing Company;Livermore;US;Brewery, Bar, Beer-to-go
4147;Karl Strauss Brewing Company - Downtown San Diego;San Diego;US;Bar, Eatery
27845;Strange Brew Tavern;Allentown;US;Bar, Eatery, Beer-to-go
41739;Miskatonic Brewing Company;Darien;US;Brewery, Bar, Beer-to-go
13834;City Beer Store;San Francisco;US;Bar, Beer-to-go
21817;Spirits Unlimited;Lakewood;US;Store
49233;Half Time Rec;Saint Paul;US;Bar, Eatery
22918;TJ'S Beverage & Tobacco;Carrboro;US;Store
41390;Merlin's;Saint Marys;US;Bar, Eatery
28355;"Boda ""very Thai"" Kitchen + Bar";Portland;US;Bar, Eatery
46189;Busted Knuckle Brewery;Glasgow;US;Brewery, Bar
42410;Mad Dog Brewing Co.;Cwmbran;GB;Brewery
32223;Baker Street Station;Guelph;CA;Bar, Eatery
30068;Beer Ritz;Leeds;GB;Store
4375;Bushwakker Brewing Company;Regina;CA;Brewery, Bar, Eatery, Beer-to-go
47103;Jackson Tavern;Chicago;US;Bar, Eatery
27943;Higherground Brewing Co.;Hamilton;US;Brewery, Bar, Eatery, Beer-to-go
29679;Kaler's Restaurant;Boothbay Harbor;US;Bar, Eatery
30975;Valentin - Curious Bierkneipe;Volos;GR;Bar, Eatery
2044;Pivovar Starbrno, A.S.;Brno;CZ;Brewery
39528;Community Pie;Chattanooga;US;Bar, Eatery
31266;Brewstone Beer Company;Chicago;US;Bar, Eatery
2480;Cervejaria Kaiser;Jacarei - SP;BR;Brewery
42081;Stickman Brews;Royersford;US;Brewery, Bar
40931;Finn Spring Oy;Sykäräinen;FI;Brewery
44329;Goodfriend Package;Dallas;US;Eatery, Beer-to-go
9661;Wineseller & More!;Wilmington;US;Store
52639;Chicago Culinary Kitchen;Palatine;US;Bar, Eatery
23523;Nickerson Street Saloon;Seattle;US;Bar
31374;Prime 16 Tap House + Burgers;Orange;US;Bar, Eatery
3448;Hoppy Brewing Co.;Sacramento;US;Brewery, Bar, Eatery
24113;Scotty's Beer & Liquor;Menomonee Falls;US;Store
32982;Crafty Beer Shop - Fairview Road;Raleigh;US;Bar, Beer-to-go
52950;Balderdash Brewing Co.;Vancouver;CA;Brewery
13856;Beverage Busters;Commack;US;Store
18278;Brewery Lane;St. John's;CA;Homebrew
32072;BREW Pub & Kitchen;Durango;US;Brewery, Bar, Eatery, Beer-to-go
41825;Destin Brewery;Destin;US;Brewery, Bar
51616;Brokerage Brewing Company;West Lafayette;US;Brewery, Bar, Beer-to-go
17122;Purv's Beer & More;Peckville;US;Bar, Eatery, Beer-to-go
3794;Milagro Brewery And Grill;Bernalillo;US;Brewery, Bar, Eatery
49062;Pie & Ale;Manchester;GB;Bar, Eatery
15554;Redwood Bar & Grill;Los Angeles;US;Bar, Eatery
29191;Starkey's Lookout;Dundee;US;Brewery, Bar, Eatery, Beer-to-go
40103;La Abadia;León;ES;Bar
25487;BJ's Restaurant & Brewhouse;City of Industry;US;Bar, Eatery, Beer-to-go
40932;Krafty Brew;Edinburgh;GB;Brewery
23501;Park Place Liquor;Grosse Pointe Park;US;Store
21580;Fern Street Gourmet;Alexandria;US;Store
29601;Gulliver Pub;Narva;EE;Bar, Eatery
17507;Roger Wilco;Palmyra;US;Store
29137;Total Wine & More;Huntington Beach;US;Store
10385;Belmont Beverage - Dupont Crossing;Fort Wayne;US;Store
33476;3 Daughters Brewing;Saint Petersburg;US;Brewery, Bar, Beer-to-go
3867;Crown Wine And Spirits;Fort Lauderdale;US;Store
6264;Finn McCool's Irish Pub;Santa Monica;US;Bar, Eatery
46861;Mark's Feed Store;Louisville;US;Bar, Eatery
41129;Calico House Restaurant;Yermo;US;Bar, Eatery
40020;Vita Amandi;Nässjö;SE;Bar, Eatery
33663;Father & Son Brewing Co.;Guaynabo;PR;Brewery
10625;Central Liquors;Flemington;US;Store
24248;Kegler's Brew Pub;Charlottesville;US;Brewery, Bar, Eatery
33468;Fool Hardy Ales / The Hope Inn;Stockport;GB;Brewery, Bar, Beer-to-go
5694;The Half Door;Hartford;US;Bar, Eatery
42347;Brasserie Béarnaise;Pau;FR;Brewery, Bar, Beer-to-go
42309;Cross Grain Brewhouse;Oklahoma City;US;Bar, Eatery
20417;White Birch Brewing;Hooksett;US;Brewery, Bar, Beer-to-go
18426;Laurel Tavern;Studio City;US;Bar, Eatery
39329;Mr. A's Liquor World;Palatine;US;Store
44846;Monasterio de San Pedro de Cardeña;Castrillo del Val;ES;Brewery
368;Capital Brewery;Middleton;US;Brewery, Bar
54047;Hofbräuhaus Buffalo;Buffalo;US;Brewery, Bar, Eatery
3032;Hawks Brewing;Roseburg;US;Brewery, Eatery
1315;Klosterbrauerei Weltenburg;Kelheim;DE;Brewery, Bar
48230;Scotchtown Craft;Middletown;US;Bar, Eatery
54140;Wetherby Brew Co.;Wetherby;GB;Brewery, Bar, Beer-to-go
42424;Birrificio Maiella;Pretoro;IT;Brewery
42637;West-O Bottle Shop & Bar;Ocean City;US;Bar, Beer-to-go
31103;Parkhill's South;Tulsa;US;Store
18019;Bayshore Beverage;Sandusky;US;Store
12523;Half Moon;London;GB;Bar, Eatery
22398;BJ's Restaurant & Brewery;Tacoma;US;Brewery, Bar, Eatery
36997;Starboard Brewing Company;Sturgeon Bay;US;Brewery, Bar, Eatery
33971;A&M Wine and Beer Supplies;Washington;US;Homebrew
29935;Craft & Claw;Philadelphia;US;Bar, Eatery
20027;Spirits Food & Friends;Alexandria;US;Bar, Eatery
36275;TGI Fridays;Marlton;US;Bar, Eatery
36730;Chantry Brewery;Rotherham;GB;Brewery
23343;DMK Burger Bar;Chicago;US;Bar, Eatery
40855;Crooked Spider;Wassenaar;NL;Brewery
11175;Persha Privatna Brovariya;Lviv;UA;Brewery
3777;Augusta Brewing Company;Augusta;US;Brewery, Bar, Eatery, Beer-to-go
7944;Ridgeway Brewing;South Stoke;GB;Brewery
52088;Brew Hub Taproom;Saint Louis;US;Brewery, Bar, Eatery
34652;Doghouse Brewery;Jurby;IM;Brewery
28259;Wit's End Brewing Company;Denver;US;Brewery, Bar, Beer-to-go
35061;Three Ranges Brewing Company;Valemount;CA;Brewery, Bar, Beer-to-go
1654;Croxley's Ales;Franklin Square;US;Bar, Eatery
28971;Alobar Restaurant;Queens;US;Bar, Eatery
52342;Birrificio Abusivo;San Marino;SM;Brewery
51272;Super Owl Brewing;Davis;US;Brewery, Bar, Beer-to-go
34535;New Milford Spirit Shoppe;New Milford;US;Store
27147;MGM Liquor Warehous;Forest Lake;US;Store
36981;Mehuron's Market;Waitsfield;US;Store
3267;Oyster Bar Brewery;Fort Wayne;US;Brewery, Eatery
44030;New Mexico Hard Cider Taproom;Santa Fe;US;Brewery, Bar, Eatery, Beer-to-go
36530;Heavy Industry Brewing;Denbigh;GB;Brewery
41878;Uproar Brewing Co.;San Jose;US;Brewery, Bar
1366;David Copperfield's;New York;US;Bar, Eatery
43848;Stony Convenience;Ypsilanti;US;Store
16043;Birrificio Del Ducato;Roncole Verdi Di Busseto (PR);IT;Brewery
44669;Proper Brewing Co;Salt Lake City;US;Brewery, Bar, Eatery, Beer-to-go
27183;Marketime Foods;Seattle;US;Store
45381;Cerveza Tzotzil;Tuxtla Gutiérrez;MX;Brewery
35755;Getty Mart;Richmond;US;Store
4440;Brauerei Rosengarten AG;Einsiedeln;CH;Brewery
38655;The Sumney;Lansdale;US;Bar, Eatery
38355;Danny Boy Beer Works;Carmel;US;Brewery, Bar, Eatery, Beer-to-go
49601;Next Trick Brewing Company;West Burke;US;Brewery, Bar, Beer-to-go
8171;Bailey's Bar & Grille;Levittown;US;Bar, Eatery
23393;Cerveza Isleña;Sant Antony De Portmany;ES;Brewery
17323;Milams Market;Coral Gables;US;Store
51498;Liquor Outlet;Franklin Park;US;Store
12435;The Fickle Peach;Muncie;US;Bar, Eatery, Beer-to-go
1060;Hazel Dell Brewpub;Vancouver;US;Brewery, Bar, Eatery
16113;Just Brew It / Aardvark Brewing;Fayetteville;US;Homebrew
54019;Arooga's;Allentown;US;Bar, Eatery
10405;Lord Jim Pub And Restaurant;Rio De Janeiro - RJ;BR;Bar, Eatery
24222;Flanny's Bar & Grill;Tempe;US;Bar, Eatery, Beer-to-go
4821;The Bear Inn;Oxford;GB;Bar, Eatery
31135;The Alley;Mariposa;US;Bar, Beer-to-go
24606;Mellow Mushroom;Warner Robins;US;Bar, Eatery
5795;Brauerei Barnikel;Herrnsdorf;DE;Brewery, Bar
35111;The Local Table And Tap;Kauneonga Lake;US;Bar, Eatery
28505;Back Bailey's Pub And Grill (Southside);North Chesterfield;US;Bar, Eatery
6123;Penzberger Brauhaus GmbH;Penzberg;DE;Brewery
44352;Poppa Hop Bottle Shop;Fredericksburg;US;Store
48088;Trophy Brewing & Taproom;Raleigh;US;Brewery, Bar, Beer-to-go
37131;Chill N Fill;Portland;US;Bar, Beer-to-go
21358;Lowes Foods #169;Clayton;US;Store
28340;American Craft Brewing & Distilling;Saint Louis;US;Brewery, Bar, Eatery
31988;Coventry Beer Station;Pottstown;US;Store
25165;Tommy Doyle's;Cambridge;US;Bar, Eatery
10849;Reijin Shuzo K.k.;Nagano-ken Suwa-shi;JP;Brewery
10289;Barcade;Brooklyn;US;Bar, Eatery
3123;Aberdeen Brewing Company;Valparaiso;US;Brewery, Eatery
47330;Würstbar;Jersey City;US;Bar, Eatery
22992;Liquor Barrel Wine & Spirits - Crystal;Crystal;US;Store
9676;Brackett's Market;Bath;US;Store
31282;Arch Rock Brewing Company;Gold Beach;US;Brewery, Beer-to-go
32610;Roomful of Nuts;Franklin;US;Store
25265;Backstage (Patio Bellavista);Santiago;CL;Bar
49831;Blueprint Brewing Company;Harleysville;US;Brewery, Bar
2166;The World of Beer;Clearwater;US;Store
29910;Offbeat Brewing Company;Escondido;US;Brewery, Bar, Beer-to-go
23364;Rudy's Restaurant and Bar;New Haven;US;Bar, Eatery
22320;Wilbur Brewing Co.;Martinsville;US;Brewery, Beer-to-go
20680;Fremont Brewing Company;Seattle;US;Brewery, Bar, Eatery, Beer-to-go
11089;Wheel Bar;Estes Park;US;Bar
10182;Dicky's;Rochester;US;Bar
1691;Blue Frog Grog & Grill;Fairfield;US;Brewery, Bar, Eatery
11406;Village Homebrew;Blairsville;US;Homebrew
47224;R' Noggin Brewing Co;Kenosha;US;Brewery, Bar, Beer-to-go
54000;Bexley Brewery;London;GB;Brewery, Beer-to-go
49427;Craft Alley;Denver;US;Store
49009;Birkdale Golf Club;Chesterfield;US;Bar, Eatery
27592;Cranknstein;Fort Collins;US;Bar
29338;Stout Barrel House & Galley;Chicago;US;Bar, Eatery
19860;Doc Watson's;Toledo;US;Bar, Eatery, Beer-to-go
4954;San Libardo;Bogota;CO;Store
12208;The Liquor Box;East Moline;US;Store
4885;Mad Mex - Robinson;Pittsburgh;US;Bar, Eatery
37943;The Bell;Liberty;US;Bar, Eatery
29593;Hall Street Grill;Beaverton;US;Bar, Eatery
24038;Campus Pit Stop;Columbus;US;Store
48877;Total Wine & More;Friendswood;US;Store
39319;Island Time Brewing Company;San Pedro;BZ;Brewery
24278;Lake Wine & Spirits;Minneapolis;US;Store
11125;McMenamins Tavern & Pool;Portland;US;Bar, Eatery, Beer-to-go
48113;Koala San Brew;Nova Lima - MG;BR;Brewery, Bar, Beer-to-go
17198;The Ashland;Chicago;US;Bar, Eatery
